time,Bx,By,Bz,Btotal
0.000,66.57,61.16,-4.52,90.51
0.010,66.47,61.24,-4.73,90.51
0.020,66.59,61.22,-4.51,90.56
0.030,66.75,61.25,-4.93,90.72
0.040,66.69,61.09,-4.46,90.55
0.050,66.63,61.16,-4.20,90.54
0.060,66.65,61.35,-4.51,90.70
0.070,66.60,61.27,-4.51,90.61
0.080,66.54,61.28,-4.89,90.59
0.090,66.47,61.31,-4.29,90.53
0.100,66.57,61.26,-4.15,90.57
0.110,66.45,61.33,-4.71,90.55
0.120,66.42,61.25,-4.33,90.45
0.129,66.58,61.22,-4.84,90.58
0.140,66.35,61.32,-4.29,90.45
0.149,66.41,61.38,-3.99,90.52
0.159,66.52,61.26,-4.72,90.55
0.169,66.48,61.29,-4.56,90.53
0.179,66.51,61.22,-5.03,90.53
0.189,66.53,61.24,-4.66,90.55
0.199,66.41,61.12,-4.22,90.36
0.209,66.42,61.26,-4.84,90.49
0.219,66.47,61.22,-4.30,90.47
0.229,66.39,61.19,-4.77,90.41
0.239,66.24,61.23,-4.32,90.31
0.249,66.43,61.12,-4.21,90.37
0.259,66.45,61.21,-4.41,90.46
0.269,66.48,61.16,-4.03,90.43
0.279,66.35,61.25,-4.73,90.42
0.289,66.42,61.18,-4.33,90.41
0.299,66.43,61.30,-4.15,90.49
0.309,66.37,61.39,-4.46,90.52
0.319,66.22,61.34,-4.12,90.36
0.329,66.26,61.32,-4.88,90.41
0.339,66.16,61.35,-4.25,90.33
0.349,66.38,61.32,-4.17,90.46
0.359,66.38,61.26,-4.50,90.44
0.369,66.44,61.29,-4.27,90.49
0.379,66.44,61.23,-4.77,90.48
0.389,66.50,61.32,-4.07,90.54
0.399,66.53,61.26,-3.81,90.52
0.409,66.49,61.39,-4.29,90.60
0.419,66.48,61.22,-4.14,90.47
0.429,66.51,61.37,-4.64,90.62
0.439,66.50,61.34,-4.07,90.56
0.448,66.60,61.22,-4.05,90.55
0.459,66.35,61.37,-4.41,90.49
0.468,66.48,61.35,-4.14,90.56
0.479,66.59,61.29,-4.91,90.64
0.488,66.41,61.33,-4.37,90.50
0.498,66.30,61.40,-4.17,90.45
0.508,66.32,61.52,-4.49,90.57
0.518,66.45,61.36,-4.35,90.55
0.528,66.52,61.26,-4.88,90.56
0.538,66.44,61.38,-4.47,90.57
0.548,66.35,61.37,-3.90,90.46
0.558,66.35,61.35,-4.31,90.47
0.568,66.37,61.35,-4.27,90.48
0.578,66.46,61.27,-4.54,90.51
0.588,66.46,61.27,-4.54,90.51
0.598,66.51,61.45,-4.38,90.66
0.608,66.47,61.41,-4.06,90.59
0.618,66.57,61.34,-4.59,90.64
0.628,66.61,61.24,-4.33,90.59
0.638,66.70,61.24,-4.77,90.68
0.648,66.45,61.42,-4.59,90.61
0.658,66.45,61.32,-4.25,90.52
0.668,66.32,61.30,-4.62,90.43
0.678,66.35,61.30,-4.28,90.44
0.688,66.43,61.24,-4.76,90.47
0.698,66.46,61.29,-4.61,90.53
0.708,66.52,61.20,-4.18,90.49
0.718,66.47,61.21,-4.57,90.47
0.727,66.45,61.19,-4.31,90.44
0.738,66.41,61.28,-4.72,90.49
0.748,66.45,61.24,-4.87,90.50
0.758,66.56,61.18,-4.39,90.51
0.767,66.51,61.33,-4.37,90.57
0.777,66.45,61.29,-4.01,90.49
0.787,66.59,61.28,-4.62,90.62
0.797,66.45,61.33,-4.55,90.54
0.807,66.38,61.14,-4.37,90.35
0.817,66.53,61.25,-4.68,90.56
0.827,66.49,61.36,-4.25,90.58
0.837,66.57,61.23,-4.46,90.55
0.847,66.34,61.24,-4.75,90.41
0.857,66.42,61.18,-4.36,90.41
0.867,66.48,61.18,-4.61,90.47
0.877,66.44,61.11,-4.28,90.37
0.887,66.63,61.18,-4.65,90.58
0.897,66.39,61.19,-4.68,90.41
0.907,66.41,61.12,-4.17,90.35
0.917,66.43,61.08,-4.56,90.36
0.927,66.45,61.16,-4.08,90.41
0.937,66.47,61.10,-4.50,90.40
0.947,66.21,61.20,-4.67,90.29
0.958,66.22,61.21,-4.24,90.28
0.967,66.27,61.24,-4.66,90.35
0.977,66.21,61.07,-4.36,90.18
0.987,66.45,61.03,-4.53,90.34
0.997,66.41,61.10,-4.82,90.37
1.007,66.42,61.06,-4.41,90.33
1.017,66.25,61.13,-4.66,90.26
1.027,66.27,61.07,-4.57,90.24
1.037,66.26,61.21,-4.64,90.32
1.046,66.27,61.14,-4.69,90.29
1.057,66.48,61.11,-4.48,90.41
1.066,66.47,61.07,-4.74,90.39
1.077,66.40,61.09,-4.26,90.32
1.086,66.44,61.17,-4.45,90.42
1.096,66.32,61.15,-4.79,90.34
1.106,66.36,61.08,-4.52,90.30
1.116,66.34,61.06,-4.82,90.30
1.126,66.31,61.01,-4.15,90.20
1.136,66.35,61.19,-4.33,90.36
1.146,66.46,61.24,-4.55,90.49
1.156,66.46,61.15,-4.24,90.41
1.166,66.47,61.19,-4.66,90.47
1.176,66.44,61.10,-4.28,90.37
1.186,66.42,61.11,-4.41,90.36
1.196,66.31,61.08,-4.59,90.27
1.206,66.37,60.90,-4.49,90.19
1.216,66.56,60.87,-4.82,90.32
1.226,66.46,61.01,-4.28,90.31
1.236,66.43,61.01,-4.39,90.30
1.246,66.58,61.04,-4.66,90.45
1.256,66.48,61.03,-4.48,90.35
1.266,66.50,61.09,-4.68,90.43
1.276,66.40,61.04,-4.39,90.30
1.286,66.31,61.10,-4.30,90.27
1.296,66.34,61.07,-4.51,90.28
1.306,66.22,61.02,-4.34,90.15
1.316,66.38,61.07,-4.91,90.33
1.326,66.48,61.05,-4.31,90.36
1.336,66.53,60.97,-4.34,90.35
1.346,66.53,60.98,-4.84,90.38
1.356,66.51,60.94,-4.57,90.32
1.365,66.63,60.88,-4.93,90.39
1.376,66.42,61.07,-4.32,90.33
1.385,66.39,61.06,-4.39,90.31
1.395,66.41,61.05,-4.82,90.34
1.405,66.48,60.98,-4.48,90.32
1.415,66.47,61.01,-4.72,90.35
1.425,66.39,61.10,-4.44,90.33
1.435,66.37,61.04,-4.19,90.27
1.445,66.44,61.17,-4.59,90.43
1.455,66.48,61.14,-4.17,90.42
1.465,66.43,61.05,-4.72,90.34
1.475,66.51,61.05,-4.30,90.39
1.485,66.43,61.05,-4.13,90.32
1.495,66.50,61.17,-4.74,90.48
1.505,66.41,61.02,-4.37,90.29
1.515,66.38,61.22,-4.64,90.42
1.525,66.15,61.16,-4.53,90.20
1.535,66.27,61.08,-4.46,90.23
1.545,66.35,61.20,-4.62,90.39
1.555,66.22,61.12,-4.15,90.21
1.565,66.57,61.04,-4.67,90.44
1.575,66.52,61.07,-4.41,90.41
1.585,66.58,61.00,-4.26,90.39
1.595,66.50,61.17,-4.55,90.47
1.605,66.55,61.15,-4.03,90.47
1.615,66.62,61.19,-4.61,90.57
1.625,66.55,61.05,-4.10,90.41
1.635,66.65,61.06,-4.15,90.49
1.644,66.58,61.22,-4.64,90.57
1.655,66.53,61.24,-4.28,90.53
1.664,66.78,61.10,-4.87,90.64
1.675,66.53,61.04,-4.62,90.41
1.685,66.44,61.04,-4.29,90.32
1.694,66.39,61.13,-4.82,90.38
1.704,66.37,61.07,-4.43,90.30
1.714,66.55,61.07,-4.76,90.45
1.724,66.53,61.05,-4.60,90.41
1.734,66.49,61.05,-4.37,90.37
1.744,66.38,61.07,-4.94,90.33
1.754,66.34,61.10,-4.41,90.30
1.764,66.46,61.08,-5.01,90.40
1.774,66.31,61.16,-4.88,90.34
1.784,66.41,61.12,-4.37,90.36
1.794,66.44,61.17,-4.58,90.43
1.804,66.45,61.10,-4.38,90.38
1.814,66.56,61.01,-4.78,90.42
1.824,66.48,61.10,-4.76,90.42
1.834,66.45,61.10,-4.19,90.37
1.844,66.49,61.13,-4.61,90.43
1.854,66.34,61.23,-4.13,90.37
1.864,66.30,61.13,-4.63,90.30
1.874,66.37,61.20,-4.91,90.41
1.884,66.49,61.07,-4.44,90.39
1.894,66.48,61.22,-4.66,90.49
1.904,66.22,61.29,-4.21,90.33
1.914,66.33,61.15,-4.95,90.36
1.924,66.41,61.21,-5.08,90.46
1.934,66.40,61.12,-4.57,90.37
1.944,66.36,61.15,-4.77,90.36
1.954,66.33,61.21,-4.32,90.36
1.964,66.33,61.18,-4.70,90.36
1.973,66.45,61.16,-4.81,90.44
1.983,66.50,61.12,-4.48,90.43
1.993,66.32,61.16,-4.51,90.33
2.003,66.21,61.20,-4.21,90.26
2.014,66.20,61.20,-4.67,90.27
2.023,66.27,61.17,-4.81,90.31
2.033,66.27,61.14,-4.41,90.27
2.043,66.22,61.17,-4.47,90.26
2.053,66.13,61.25,-4.13,90.24
2.063,66.40,61.10,-4.60,90.35
2.073,66.31,61.10,-4.97,90.31
2.083,66.23,61.13,-4.50,90.24
2.093,66.28,61.13,-4.90,90.30
2.103,66.27,61.12,-4.40,90.25
2.113,66.37,61.03,-4.81,90.29
2.123,66.47,61.08,-4.90,90.40
2.133,66.36,61.06,-4.54,90.30
2.143,66.36,61.10,-4.78,90.33
2.153,66.28,61.09,-4.53,90.25
2.163,66.46,61.06,-4.78,90.38
2.173,66.40,61.17,-5.17,90.42
2.183,66.42,61.01,-4.58,90.30
2.193,66.50,61.10,-4.91,90.44
2.203,66.40,61.14,-4.37,90.37
2.213,66.40,61.14,-4.37,90.37
2.223,66.52,61.21,-4.77,90.52
2.233,66.36,61.23,-5.03,90.43
2.243,66.43,61.19,-4.71,90.44
2.253,66.31,61.23,-5.04,90.40
2.263,66.22,61.23,-4.55,90.30
2.273,66.30,61.12,-4.79,90.30
2.283,66.29,61.11,-5.01,90.30
2.292,66.18,61.14,-4.48,90.21
2.302,66.30,61.23,-4.72,90.37
2.312,66.23,61.11,-4.83,90.24
2.322,66.27,61.18,-4.83,90.32
2.332,66.20,61.20,-5.14,90.31
2.342,66.26,61.14,-4.90,90.29
2.352,66.40,61.04,-5.21,90.35
2.362,66.41,61.02,-4.84,90.32
2.372,66.35,61.03,-5.03,90.29
2.382,66.36,61.11,-5.16,90.36
2.392,66.36,61.05,-5.28,90.32
2.402,66.41,61.11,-5.28,90.40
2.412,66.35,61.10,-4.93,90.33
2.422,66.31,61.11,-4.80,90.30
2.432,66.29,61.12,-5.01,90.31
2.442,66.19,61.17,-4.59,90.24
2.452,66.26,61.23,-4.71,90.34
2.462,66.30,61.24,-4.61,90.38
2.472,66.24,61.25,-4.44,90.32
2.482,66.13,61.35,-4.72,90.33
2.492,66.23,61.16,-4.51,90.26
2.502,66.33,61.24,-4.85,90.41
2.512,66.23,61.19,-4.64,90.29
2.522,66.15,61.15,-4.73,90.20
2.532,66.22,61.18,-4.89,90.29
2.542,66.17,61.20,-4.63,90.25
2.552,66.33,61.18,-4.89,90.36
2.562,66.22,61.22,-4.59,90.30
2.572,66.13,61.22,-4.38,90.22
2.582,66.21,61.27,-4.95,90.35
2.591,66.11,61.29,-4.56,90.27
2.601,66.16,61.34,-5.03,90.36
2.611,66.11,61.32,-4.67,90.29
2.621,66.16,61.22,-4.44,90.25
2.631,66.24,61.27,-4.83,90.36
2.641,66.22,61.13,-4.48,90.23
2.651,66.20,61.14,-4.79,90.24
2.661,66.11,61.06,-4.78,90.12
2.671,66.29,61.05,-4.79,90.25
2.681,66.19,61.16,-4.91,90.25
2.691,66.24,61.17,-4.76,90.29
2.701,66.33,61.22,-5.10,90.40
2.711,66.20,61.27,-4.66,90.32
2.721,66.39,61.06,-4.54,90.31
2.731,66.36,61.14,-4.91,90.36
2.741,66.19,61.14,-4.91,90.24
2.751,66.37,61.06,-4.99,90.32
2.761,66.28,61.12,-4.77,90.29
2.771,66.25,61.06,-4.73,90.22
2.781,66.23,61.06,-5.09,90.22
2.791,66.18,61.09,-4.69,90.19
2.801,66.35,61.25,-4.86,90.43
2.811,66.25,61.26,-4.61,90.35
2.821,66.24,61.14,-4.56,90.26
2.831,66.13,61.28,-4.87,90.29
2.841,66.14,61.20,-4.36,90.22
2.851,66.06,61.24,-4.66,90.19
2.861,66.16,61.18,-4.54,90.23
2.871,66.19,61.16,-4.39,90.22
2.880,66.13,61.18,-4.97,90.23
2.891,66.17,61.05,-4.70,90.15
2.900,66.18,61.04,-4.99,90.17
2.910,66.04,61.14,-4.73,90.12
2.920,66.15,61.21,-4.93,90.25
2.930,66.15,61.14,-4.65,90.20
2.940,66.17,61.07,-4.57,90.16
2.950,65.99,61.15,-4.99,90.11
2.960,66.08,61.19,-4.69,90.18
2.970,66.20,61.12,-4.54,90.21
2.980,66.08,61.19,-5.00,90.20
2.990,65.82,61.27,-4.48,90.04
3.000,65.98,61.33,-4.94,90.22
3.011,65.94,61.42,-4.89,90.24
3.020,65.82,61.34,-4.59,90.08
3.030,65.96,61.31,-5.01,90.19
3.040,66.05,61.23,-4.71,90.19
3.050,66.14,61.29,-4.83,90.30
3.060,66.05,61.34,-4.85,90.27
3.070,65.93,61.44,-4.34,90.23
3.080,65.98,61.41,-4.56,90.25
3.090,65.95,61.33,-4.40,90.17
3.100,65.92,61.35,-4.91,90.18
3.110,65.99,61.36,-5.03,90.24
3.120,65.98,61.30,-4.54,90.18
3.130,66.00,61.43,-4.60,90.28
3.140,65.88,61.36,-4.18,90.12
3.150,66.05,61.31,-4.73,90.25
3.160,66.11,61.37,-4.81,90.34
3.170,66.01,61.31,-4.34,90.19
3.179,66.07,61.48,-4.62,90.37
3.190,66.03,61.42,-4.34,90.29
3.199,66.01,61.43,-4.55,90.29
3.209,66.06,61.41,-4.70,90.31
3.219,66.03,61.28,-4.19,90.18
3.229,66.15,61.37,-4.40,90.34
3.239,66.02,61.30,-4.07,90.18
3.249,66.13,61.24,-4.64,90.25
3.259,66.12,61.35,-4.78,90.32
3.269,66.16,61.28,-4.15,90.27
3.279,66.10,61.32,-4.51,90.27
3.289,66.03,61.33,-4.28,90.22
3.299,66.07,61.43,-4.61,90.33
3.309,65.91,61.39,-4.35,90.17
3.319,66.16,61.33,-4.32,90.32
3.329,66.17,61.39,-4.69,90.38
3.339,66.20,61.40,-4.39,90.39
3.349,66.31,61.49,-4.65,90.55
3.359,66.24,61.52,-4.78,90.53
3.369,66.14,61.56,-4.47,90.46
3.379,66.33,61.49,-4.75,90.57
3.389,66.29,61.47,-4.11,90.50
3.399,66.23,61.54,-4.48,90.52
3.409,66.22,61.63,-4.73,90.58
3.419,66.23,61.55,-4.91,90.54
3.429,66.27,61.50,-4.80,90.53
3.439,66.16,61.50,-4.14,90.42
3.449,66.31,61.49,-4.48,90.54
3.459,66.19,61.49,-4.70,90.47
3.469,66.15,61.32,-4.25,90.30
3.478,66.23,61.41,-4.59,90.43
3.488,66.27,61.49,-4.36,90.51
3.498,66.19,61.55,-4.58,90.50
3.509,66.28,61.49,-4.33,90.51
3.519,66.15,61.40,-4.24,90.35
3.528,66.26,61.38,-4.48,90.43
3.538,66.01,61.55,-4.15,90.35
3.548,66.26,61.61,-4.61,90.60
3.558,66.22,61.60,-4.51,90.56
3.568,66.12,61.50,-4.51,90.42
3.578,66.13,61.57,-4.53,90.47
3.588,66.16,61.52,-3.94,90.43
3.598,66.24,61.49,-4.72,90.50
3.608,66.26,61.46,-4.70,90.49
3.618,66.30,61.49,-4.39,90.53
3.628,66.18,61.43,-4.70,90.42
3.638,66.04,61.45,-4.29,90.31
3.648,66.08,61.51,-4.37,90.39
3.658,66.05,61.50,-4.49,90.36
3.668,66.02,61.44,-4.35,90.30
3.678,66.25,61.47,-4.84,90.51
3.688,66.23,61.40,-4.35,90.41
3.698,66.12,61.39,-4.58,90.35
3.708,66.25,61.48,-4.70,90.50
3.718,66.21,61.34,-4.35,90.36
3.728,66.20,61.43,-4.61,90.42
3.738,66.10,61.40,-4.47,90.33
3.748,66.13,61.47,-4.31,90.39
3.758,66.15,61.50,-4.75,90.45
3.768,66.18,61.35,-4.34,90.35
3.778,66.35,61.34,-4.77,90.48
3.788,66.17,61.55,-4.07,90.46
3.798,66.23,61.47,-4.26,90.46
3.808,66.33,61.54,-4.49,90.59
3.817,66.39,61.48,-4.25,90.59
3.827,66.39,61.48,-4.25,90.59
3.837,66.29,61.50,-4.56,90.54
3.847,66.15,61.54,-4.20,90.45
3.857,66.30,61.55,-4.21,90.56
3.867,66.23,61.48,-4.65,90.49
3.877,66.31,61.60,-4.06,90.60
3.887,66.34,61.42,-4.43,90.52
3.897,66.24,61.46,-4.49,90.47
3.907,66.25,61.40,-4.72,90.45
3.917,66.18,61.39,-4.33,90.37
3.927,66.30,61.36,-4.16,90.43
3.937,66.27,61.41,-4.63,90.46
3.947,66.24,61.52,-3.95,90.49
3.957,66.26,61.49,-4.14,90.49
3.967,66.24,61.49,-4.45,90.49
3.977,66.30,61.44,-4.10,90.48
3.987,66.26,61.44,-4.59,90.48
3.997,66.25,61.37,-4.28,90.40
4.007,66.37,61.41,-4.10,90.51
4.017,66.35,61.45,-4.55,90.55
4.027,66.38,61.53,-4.67,90.63
4.037,66.44,61.46,-4.79,90.64
4.047,66.31,61.45,-4.28,90.51
4.057,66.28,61.60,-4.17,90.58
4.067,66.29,61.51,-4.49,90.55
4.077,66.26,61.48,-3.95,90.47
4.087,66.25,61.52,-4.51,90.52
4.097,66.34,61.46,-4.18,90.53
4.107,66.29,61.49,-4.08,90.51
4.116,66.13,61.52,-4.39,90.43
4.127,66.04,61.42,-4.14,90.28
4.137,66.18,61.40,-4.64,90.40
4.146,66.23,61.36,-4.22,90.39
4.156,66.19,61.39,-4.40,90.38
4.166,66.27,61.47,-4.61,90.51
4.176,66.18,61.42,-4.17,90.39
4.186,66.31,61.50,-4.69,90.56
4.196,66.27,61.54,-4.39,90.55
4.206,66.21,61.46,-4.27,90.44
4.216,66.24,61.54,-4.52,90.53
4.226,66.17,61.56,-4.27,90.48
4.236,66.26,61.37,-4.70,90.44
4.246,66.22,61.49,-4.22,90.46
4.256,66.11,61.54,-3.89,90.41
4.266,66.22,61.53,-4.11,90.49
4.276,66.07,61.53,-3.91,90.37
4.286,66.26,61.48,-4.57,90.50
4.296,66.09,61.61,-4.14,90.45
4.306,66.19,61.55,-4.07,90.48
4.316,66.13,61.86,-4.56,90.67
4.326,66.03,61.81,-4.27,90.54
4.336,66.12,61.85,-4.62,90.65
4.346,66.07,61.87,-4.53,90.63
4.356,66.17,61.83,-4.00,90.64
4.366,66.05,61.99,-4.14,90.68
4.376,66.15,61.82,-4.12,90.63
4.386,66.31,61.79,-4.47,90.75
4.396,66.12,61.82,-4.00,90.61
4.406,66.11,61.75,-4.05,90.55
4.415,66.18,61.76,-4.35,90.63
4.425,66.02,61.86,-4.08,90.56
4.435,66.11,61.84,-4.46,90.64
4.445,66.03,61.82,-4.47,90.56
4.455,66.07,61.86,-4.17,90.60
4.465,66.19,61.86,-4.53,90.71
4.475,66.15,61.84,-4.36,90.65
4.485,66.34,61.81,-4.70,90.79
4.495,66.23,61.87,-4.79,90.76
4.505,66.18,61.76,-4.31,90.63
4.515,66.27,61.87,-4.81,90.79
4.525,66.09,61.83,-4.40,90.61
4.535,66.30,61.86,-4.54,90.79
4.545,66.16,61.80,-4.77,90.66
4.555,66.14,61.74,-4.62,90.60
4.565,66.35,61.73,-4.74,90.75
4.575,66.16,61.84,-4.23,90.66
4.585,66.21,61.80,-4.61,90.68
4.595,66.22,61.74,-4.76,90.66
4.605,66.20,61.84,-5.14,90.74
4.615,66.21,61.88,-4.82,90.75
4.625,66.19,61.85,-4.37,90.69
4.635,66.32,61.75,-4.90,90.75
4.645,66.29,61.75,-4.92,90.72
4.655,66.35,61.77,-4.31,90.76
4.665,66.44,61.72,-4.81,90.81
4.675,66.28,61.93,-4.32,90.82
4.685,66.15,61.87,-4.80,90.70
4.695,66.23,61.83,-4.94,90.74
4.705,66.27,61.79,-4.73,90.73
4.715,66.25,61.77,-4.82,90.71
4.724,66.22,61.91,-4.44,90.76
4.734,66.36,61.87,-4.55,90.84
4.744,66.29,61.79,-4.79,90.75
4.754,66.18,61.77,-4.51,90.64
4.764,66.26,61.81,-4.72,90.73
4.774,66.09,61.84,-4.21,90.61
4.784,66.24,61.92,-4.66,90.79
4.794,66.22,61.89,-4.41,90.75
4.804,66.14,61.87,-4.32,90.67
4.814,65.99,61.83,-4.58,90.55
4.824,65.96,61.92,-4.02,90.56
4.834,66.13,61.83,-4.56,90.65
4.844,66.18,61.87,-4.67,90.72
4.854,66.30,61.88,-4.25,90.79
4.864,66.22,61.87,-4.44,90.74
4.874,66.27,61.94,-4.03,90.80
4.884,66.30,61.93,-4.21,90.83
4.894,66.37,61.94,-4.51,90.89
4.904,66.20,61.90,-4.16,90.73
4.914,66.31,61.93,-4.55,90.84
4.924,66.24,62.02,-4.04,90.83
4.934,66.16,61.93,-4.34,90.72
4.944,66.31,61.88,-4.51,90.82
4.954,66.24,61.95,-4.76,90.81
4.964,66.41,61.83,-4.89,90.87
4.974,66.39,61.93,-4.15,90.89
4.984,66.40,61.86,-4.12,90.85
4.994,66.15,61.94,-4.48,90.73
5.004,66.15,61.93,-4.29,90.72
5.014,66.14,61.98,-4.65,90.76
5.024,66.05,61.91,-4.41,90.64
5.033,66.14,61.99,-4.45,90.76
5.043,66.18,62.04,-4.01,90.80
5.053,66.20,61.94,-4.04,90.75
5.063,66.22,61.88,-4.50,90.74
5.073,66.22,62.04,-4.12,90.84
5.083,66.27,61.75,-4.08,90.67
5.093,66.24,61.89,-4.73,90.78
5.103,66.12,61.94,-4.48,90.71
5.113,66.23,61.93,-4.55,90.79
5.123,66.19,62.05,-4.18,90.82
5.133,66.27,61.87,-4.29,90.76
5.143,66.16,61.97,-4.62,90.76
5.153,66.07,61.97,-4.31,90.68
5.163,66.16,61.91,-4.58,90.72
5.173,66.09,61.95,-4.33,90.68
5.183,66.25,61.92,-4.46,90.80
5.193,66.21,61.90,-4.93,90.78
5.203,66.02,61.89,-4.84,90.62
5.213,66.07,61.94,-4.80,90.69
5.223,65.91,61.86,-4.25,90.49
5.233,65.99,61.97,-4.55,90.64
5.243,65.94,62.00,-3.93,90.60
5.253,66.07,61.93,-3.97,90.64
5.263,66.23,61.98,-4.45,90.82
5.273,66.21,61.87,-4.06,90.71
5.283,66.17,61.86,-4.16,90.68
5.293,66.14,61.96,-4.77,90.76
5.303,66.07,61.94,-4.30,90.66
5.313,66.29,61.88,-4.66,90.80
5.323,66.23,61.88,-4.17,90.74
5.332,66.30,61.80,-4.26,90.74
5.342,66.12,61.88,-4.39,90.66
5.352,66.07,61.94,-4.03,90.66
5.362,66.06,61.88,-4.39,90.62
5.372,66.20,61.91,-4.06,90.73
5.382,66.15,61.86,-3.98,90.66
5.392,66.18,61.85,-4.59,90.70
5.402,65.88,61.80,-4.19,90.43
5.412,66.13,61.89,-4.42,90.68
5.422,66.06,61.94,-4.10,90.65
5.432,66.14,62.00,-3.77,90.74
5.442,66.18,62.01,-4.32,90.79
5.452,66.18,62.01,-4.32,90.79
5.462,66.20,62.02,-4.10,90.81
5.472,66.25,61.93,-4.52,90.80
5.482,66.28,62.01,-4.15,90.86
5.492,66.18,61.87,-4.43,90.71
5.502,66.19,61.94,-4.56,90.77
5.512,66.09,61.98,-4.52,90.71
5.522,66.12,61.89,-4.81,90.69
5.532,66.11,61.88,-4.81,90.68
5.542,66.22,61.85,-4.85,90.74
5.552,66.20,61.89,-4.36,90.73
5.562,66.14,62.04,-4.32,90.78
5.572,66.04,62.07,-4.68,90.75
5.582,66.10,62.02,-4.42,90.75
5.592,66.24,62.00,-4.33,90.83
5.602,66.22,61.97,-4.51,90.81
5.612,66.05,62.02,-4.25,90.70
5.622,66.22,62.01,-4.68,90.84
5.632,66.21,61.96,-3.99,90.77
5.642,66.29,61.82,-4.06,90.74
5.651,66.20,61.96,-4.35,90.78
5.661,66.29,61.87,-4.11,90.77
5.671,66.32,61.91,-4.64,90.85
5.681,66.23,61.99,-4.53,90.83
5.691,66.23,61.95,-4.22,90.78
5.701,66.15,62.02,-4.46,90.78
5.711,66.28,62.01,-4.03,90.85
5.721,66.43,62.13,-4.39,91.06
5.731,66.21,62.12,-4.32,90.89
5.741,66.29,61.98,-3.94,90.84
5.751,66.32,62.00,-4.23,90.89
5.761,66.32,62.11,-4.02,90.95
5.771,66.23,61.97,-4.47,90.81
5.781,66.17,61.93,-3.98,90.72
5.791,66.33,61.88,-4.02,90.80
5.801,66.29,61.90,-4.55,90.82
5.811,66.23,62.02,-4.09,90.83
5.821,66.19,62.02,-4.54,90.81
5.831,66.16,62.02,-4.63,90.80
5.841,66.27,62.00,-4.52,90.86
5.851,66.35,61.93,-4.23,90.86
5.861,66.30,62.04,-4.10,90.89
5.871,66.22,61.96,-4.51,90.80
5.881,66.16,62.02,-4.60,90.80
5.891,66.31,61.96,-4.19,90.85
5.901,66.39,61.97,-4.52,90.93
5.911,66.40,61.94,-4.19,90.90
5.921,66.35,61.97,-4.69,90.91
5.931,66.31,62.00,-4.61,90.90
5.940,66.48,61.76,-4.36,90.85
5.950,66.49,61.85,-4.60,90.93
5.960,66.41,61.96,-4.17,90.92
5.970,66.54,61.99,-4.61,91.06
5.980,66.48,62.05,-4.24,91.04
5.990,66.54,61.91,-4.21,90.98
6.000,66.49,62.07,-4.39,91.06
6.010,66.43,62.01,-4.14,90.97
6.020,66.57,61.89,-4.44,91.01
6.030,66.47,61.97,-4.59,90.99
6.040,66.33,61.92,-4.37,90.85
6.050,66.44,62.01,-4.49,90.99
6.060,66.30,61.91,-4.21,90.81
6.070,66.35,61.94,-4.50,90.88
6.080,66.39,61.90,-4.63,90.89
6.090,66.47,61.90,-4.40,90.94
6.100,66.36,61.87,-4.49,90.84
6.110,66.36,62.00,-4.02,90.90
6.120,66.39,61.90,-4.67,90.89
6.130,66.49,61.90,-4.38,90.95
6.140,66.40,61.94,-4.31,90.91
6.150,66.54,61.96,-4.58,91.04
6.160,66.36,61.97,-4.40,90.90
6.170,66.46,61.86,-4.48,90.90
6.180,66.52,62.00,-4.69,91.06
6.190,66.53,61.88,-4.75,90.98
6.200,66.55,62.00,-4.39,91.06
6.210,66.39,62.02,-4.28,90.95
6.220,66.54,61.97,-4.57,91.04
6.230,66.51,62.05,-4.82,91.08
6.240,66.40,61.88,-4.76,90.89
6.249,66.44,61.75,-4.93,90.84
6.259,66.24,62.07,-4.40,90.89
6.269,66.36,61.96,-4.59,90.90
6.279,66.39,62.08,-4.79,91.02
6.289,66.44,62.10,-4.68,91.06
6.299,66.40,61.93,-4.91,90.93
6.309,66.38,61.91,-4.13,90.87
6.319,66.40,62.03,-4.82,90.99
6.329,66.47,62.00,-4.38,91.00
6.339,66.49,62.03,-4.43,91.04
6.349,66.62,61.99,-4.78,91.13
6.359,66.57,62.06,-4.56,91.12
6.369,66.48,61.97,-4.34,90.98
6.379,66.51,61.98,-4.52,91.02
6.389,66.26,62.06,-4.77,90.91
6.399,66.36,62.05,-5.01,91.00
6.409,66.47,62.05,-4.56,91.04
6.419,66.49,62.11,-4.48,91.10
6.429,66.41,62.11,-4.91,91.06
6.439,66.45,62.09,-4.52,91.05
6.449,66.51,62.15,-5.05,91.17
6.459,66.52,62.18,-4.64,91.17
6.469,66.51,62.07,-4.64,91.10
6.479,66.41,62.11,-4.87,91.06
6.489,66.34,62.17,-4.81,91.04
6.499,66.37,62.01,-4.32,90.94
6.509,66.57,62.11,-4.08,91.13
6.519,66.45,62.09,-4.18,91.04
6.529,66.46,62.13,-4.63,91.09
6.539,66.36,62.13,-4.27,91.01
6.548,66.46,62.08,-4.70,91.06
6.558,66.39,62.18,-4.06,91.05
6.568,66.45,62.11,-3.95,91.04
6.578,66.39,62.11,-4.43,91.02
6.588,66.40,62.07,-4.26,90.99
6.598,66.50,62.10,-4.52,91.10
6.608,66.47,62.09,-4.11,91.05
6.618,66.51,61.94,-4.20,90.98
